region,provincia,comuna,zona_termica,condicion_meridiano_oeste,condicion_altitud_msnm,zonas_en_la_comuna,tipo_particion,fuente
Los Lagos,Llanquihue,Frutillar,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Llanquihue,Los Muermos,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Llanquihue,Llanquihue,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Llanquihue,Maullín,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Llanquihue,Puerto Varas,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Castro,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Ancud,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Chonchi,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Curaco de Vélez,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Dalcahue,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Puqueldón,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Queilén,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Quellón,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Quemchi,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Chiloé,Quinchao,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Osorno,Osorno,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Osorno,Puerto Octay,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Osorno,Purranque,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Osorno,Puyehue,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Osorno,Río Negro,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Osorno,San Juan de la Costa,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Osorno,San Pablo,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Palena,Chaitén,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Palena,Futaleufú,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Palena,Hualaihué,G,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Los Lagos,Palena,Palena,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,Coyhaique,Coihaique,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,Coyhaique,Lago Verde,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,Aisén,Aisén,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,Aisén,Cisnes,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,Aisén,Guaitecas,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,Capitán Prat,Cochrane,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,Capitán Prat,O'Higgins,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,Capitán Prat,Tortel,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,General Carrera,Chile Chico,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Aysén,General Carrera,Río Ibáñez,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Magallanes,Punta Arenas,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Magallanes,Laguna Blanca,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Magallanes,Río Verde,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Magallanes,San Gregorio,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Antártica Chilena,Cabo de Hornos,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Tierra del Fuego,Porvenir,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Tierra del Fuego,Primavera,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Tierra del Fuego,Timaukel,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Última Esperanza,Natales,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Magallanes,Última Esperanza,Torres del Paine,I,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
