region,provincia,comuna,zona_termica,condicion_meridiano_oeste,condicion_altitud_msnm,zonas_en_la_comuna,tipo_particion,fuente
Arica y Parinacota,Arica,Arica,A,,< 1.100,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Arica y Parinacota,Arica,Arica,B,,1.100 ≤ altitud < 3.000,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Arica y Parinacota,Arica,Arica,H,,≥ 3.000,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Arica y Parinacota,Arica,Camarones,A,,< 1.100,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Arica y Parinacota,Arica,Camarones,B,,1.100 ≤ altitud < 3.000,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Arica y Parinacota,Arica,Camarones,H,,≥ 3.000,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Arica y Parinacota,Parinacota,Putre,H,,≥ 3.000,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Arica y Parinacota,Parinacota,General Lagos,H,,≥ 3.000,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Iquique,Iquique,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Camiña,B,,1.100 ≤ altitud < 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Camiña,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Colchane,H,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Huara,A,,< 1.100,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Huara,B,,1.100 ≤ altitud < 3.000,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Huara,H,,≥ 3.000,3,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Pica,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Pica,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Pozo Almonte,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Tamarugal,Pozo Almonte,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Tarapacá,Iquique,Alto Hospicio,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Antofagasta,Antofagasta,A,≥ 70°,,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Antofagasta,Antofagasta,B,< 70°,< 3.000,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Antofagasta,Antofagasta,H,,≥ 3.000,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Antofagasta,Mejillones,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Antofagasta,Sierra Gorda,B,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Antofagasta,Taltal,A,≥ 70°,,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Antofagasta,Taltal,B,< 70°,< 3.000,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Antofagasta,Taltal,H,,≥ 3.000,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,El Loa,Calama,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,El Loa,Calama,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,El Loa,Ollagüe,H,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,El Loa,San Pedro de Atacama,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,El Loa,San Pedro de Atacama,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Tocopilla,Tocopilla,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Antofagasta,Tocopilla,María Elena,B,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Copiapó,Copiapó,A,> 70°44',,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Copiapó,Copiapó,B,≤ 70°44',< 3.000,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Copiapó,Copiapó,H,,≥ 3.000,3,meridiano y altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Copiapó,Caldera,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Copiapó,Tierra Amarilla,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Copiapó,Tierra Amarilla,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Chañaral,Chañaral,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Chañaral,Diego de Almagro,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Chañaral,Diego de Almagro,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Huasco,Vallenar,B,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Huasco,Alto del Carmen,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Huasco,Alto del Carmen,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Huasco,Freirina,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Atacama,Huasco,Huasco,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,La Serena,C,> 71°,,2,meridiano,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,La Serena,B,≤ 71°,,2,meridiano,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,Coquimbo,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,Andacollo,B,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,La Higuera,C,> 71°,,2,meridiano,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,La Higuera,B,≤ 71°,,2,meridiano,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,Paiguano,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,Paiguano,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,Vicuña,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Elqui,Vicuña,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Choapa,Illapel,B,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Choapa,Illapel,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Choapa,Canela,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Choapa,Los Vilos,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Choapa,Salamanca,B,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Choapa,Salamanca,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Ovalle,C,> 71°15',,2,meridiano,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Ovalle,B,≤ 71°15',,2,meridiano,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Combarbalá,B,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Combarbalá,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Monte Patria,B,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Monte Patria,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Punitaqui,B,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Río Hurtado,B,,< 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Coquimbo,Limarí,Río Hurtado,H,,≥ 3.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Valparaíso,Valparaíso,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Valparaíso,Casablanca,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Valparaíso,Concón,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Valparaíso,Juan Fernández,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Valparaíso,Puchuncaví,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Marga Marga,Quilpué,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Valparaíso,Quintero,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Marga Marga,Villa Alemana,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Valparaíso,Viña del Mar,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Isla de Pascua,Isla de Pascua,A,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Los Andes,Los Andes,D,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Los Andes,Los Andes,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Los Andes,Calle Larga,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Los Andes,Rinconada,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Los Andes,San Esteban,D,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Los Andes,San Esteban,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Petorca,La Ligua,C,> 71°15',,2,meridiano,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Petorca,La Ligua,D,≤ 71°15',,2,meridiano,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Petorca,Cabildo,D,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Petorca,Cabildo,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Petorca,Papudo,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Petorca,Petorca,D,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Petorca,Petorca,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Petorca,Zapallar,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Quillota,Quillota,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Quillota,Calera,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Quillota,Hijuelas,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Quillota,La Cruz,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Marga Marga,Limache,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Quillota,Nogales,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,Marga Marga,Olmué,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Antonio,San Antonio,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Antonio,Algarrobo,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Antonio,Cartagena,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Antonio,El Quisco,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Antonio,El Tabo,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Antonio,Santo Domingo,C,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Felipe,San Felipe,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Felipe,Catemu,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Felipe,Llaillay,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Felipe,Panquehue,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Felipe,Putaendo,D,,< 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Felipe,Putaendo,H,,≥ 2.000,2,altitud,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Valparaíso,San Felipe,Santa María,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Santiago,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Cerrillos,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Cerro Navia,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Conchalí,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,El Bosque,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Estación Central,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Huechuraba,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,Independencia,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,La Cisterna,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,La Florida,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,La Granja,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
Metropolitana de Santiago,Santiago,La Pintana,D,,,1,ninguna,"Ditec Minvu, Zonificación térmica por comuna (NCh1079), minvu.gob.cl/wp-content/uploads/2023/04/Zonas-Termicas-DITEC.pdf"
